lib/ansible/module_utils/six/__init__.py:46:PY3 = sys.version_info[0] == 3
lib/ansible/module_utils/six/__init__.py:49:if PY3:
lib/ansible/module_utils/six/__init__.py:53:    text_type = str
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:160:                    new_attr = old_attr
lib/ansible/module_utils/six/__init__.py:160:                    new_attr = old_attr
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:160:                    new_attr = old_attr
lib/ansible/module_utils/six/__init__.py:160:                    new_attr = old_attr
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:157:                if old_attr is None:
lib/ansible/module_utils/six/__init__.py:158:                    new_attr = name
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:150:    def __init__(self, name, old_mod, new_mod, old_attr=None, new_attr=None):
lib/ansible/module_utils/six/__init__.py:151:        super(MovedAttribute, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:152:        if PY3:
lib/ansible/module_utils/six/__init__.py:153:            if new_mod is None:
lib/ansible/module_utils/six/__init__.py:155:            self.mod = new_mod
lib/ansible/module_utils/six/__init__.py:156:            if new_attr is None:
lib/ansible/module_utils/six/__init__.py:161:            self.attr = new_attr
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:118:                new = name
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
lib/ansible/module_utils/six/__init__.py:97:    def __init__(self, name):
lib/ansible/module_utils/six/__init__.py:98:        self.name = name
lib/ansible/module_utils/six/__init__.py:116:        if PY3:
lib/ansible/module_utils/six/__init__.py:117:            if new is None:
lib/ansible/module_utils/six/__init__.py:119:            self.mod = new
lib/ansible/module_utils/six/__init__.py:114:    def __init__(self, name, old, new=None):
lib/ansible/module_utils/six/__init__.py:115:        super(MovedModule, self).__init__(name)
